Created,User Name,Page Name,state,state_code,gov_party,state_pop_2010,total_daily_posts,daily_positive_eng,daily_negative_eng,daily_total_interactions,daily_comments,daily_shares,total_confirmed,total_deaths
2020-03-19,scdhec,SC DHEC,South Carolina,SC,republican,5084127,4,455,67,1338,169,647,20,0
2020-03-19,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,6,160,1,238,18,59,3,0
2020-03-19,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,7,1343,119,3691,455,1774,22,0
2020-03-19,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,6,5475,31,11643,764,5373,109,0
2020-03-19,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,7,2050,372,10017,797,6798,54,0
2020-03-19,utahdepofhealth,Utah Department of Health,Utah,UT,republican,3161105,4,251,16,487,129,91,15,0
2020-03-19,vdhgov,Virginia Department of Health,Virginia,VA,democratic,8517685,5,817,6,1494,222,449,24,0
2020-03-19,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,6,907,6,1946,318,715,352,6
2020-03-19,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,5,94,1,156,7,54,2,0
2020-03-19,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,3,140,13,312,15,144,1,0
2020-03-20,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,4,219,2,671,66,384,27,0
2020-03-20,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,10,1541,4,2762,157,1060,3,0
2020-03-20,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,4,227,0,655,99,329,38,0
2020-03-20,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,3,197,4,456,97,158,23,0
2020-03-20,capublichealth,California Department of Public Health,California,CA,democratic,39557045,4,3605,149,7900,1075,3071,234,6
2020-03-20,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,15,1371,113,2931,367,1080,86,0
2020-03-20,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,1,16,0,30,1,13,35,1
2020-03-20,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,3,32,0,67,2,33,31,1
2020-03-20,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,5,125,4,309,22,158,9,0
2020-03-20,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,6,2002,598,7371,605,4166,60,1
2020-03-20,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,8,2112,182,4047,500,1253,132,2
2020-03-20,gadph,Georgia Department of Public Health,Georgia,GA,republican,10519475,2,877,7,2083,146,1053,198,4
2020-03-20,hawaiidoh,Hawaii State Department of Health,Hawaii,HI,democratic,1420491,1,94,12,196,22,68,11,0
2020-03-20,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,9,221,3,697,252,221,10,0
2020-03-20,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,4,167,13,341,34,127,7,0
2020-03-20,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,3,238,47,1015,169,561,45,2
2020-03-20,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,3,813,131,4661,388,3329,30,0
2020-03-20,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,6,95,19,285,42,129,13,0
2020-03-20,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,2,68,11,463,29,355,163,1
2020-03-20,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,3,432,18,1379,65,864,1,0
2020-03-20,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,4,316,99,1568,136,1017,145,4
2020-03-20,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,3,154,0,265,12,99,42,1
2020-03-20,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,3,605,44,1493,351,493,157,1
2020-03-20,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,6,1672,0,3752,292,1788,24,0
2020-03-20,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,6,1377,49,3116,468,1222,56,0
2020-03-20,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,7,1480,115,5639,1678,2366,7,0
2020-03-20,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,3,66,12,190,26,86,8,0
2020-03-20,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,4,102,0,210,12,96,11,0
2020-03-20,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,12,341,8,1934,24,1561,7,0
2020-03-20,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,3,355,2,834,172,305,3439,55
2020-03-20,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,1,93,0,234,6,135,54,3
2020-03-20,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,334,1,871,78,458,5,0
2020-03-20,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,2,193,38,686,139,316,26,0
2020-03-20,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,10,3941,158,13718,3322,6297,105,0
2020-03-20,scdhec,SC DHEC,South Carolina,SC,republican,5084127,3,258,197,1578,190,933,46,2
2020-03-20,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,5,159,14,647,52,422,0,0
2020-03-20,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,6,729,205,2479,336,1209,26,1
2020-03-20,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,7,4469,185,10608,803,5151,123,2
2020-03-20,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,7,2078,212,8061,757,5014,69,1
2020-03-20,utahdepofhealth,Utah Department of Health,Utah,UT,republican,3161105,2,121,3,277,97,56,33,0
2020-03-20,vdhgov,Virginia Department of Health,Virginia,VA,democratic,8517685,6,565,26,1211,148,472,20,0
2020-03-20,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,2,293,1,493,76,123,150,10
2020-03-20,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,1,3,0,12,3,6,3,0
2020-03-20,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,7,291,104,1137,178,564,6,0
2020-03-21,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,6,1340,187,8455,455,6473,34,0
2020-03-21,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,13,1358,121,3310,286,1545,1,0
2020-03-21,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,4,998,58,2943,898,989,22,0
2020-03-21,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,3,254,153,951,132,412,36,1
2020-03-21,capublichealth,California Department of Public Health,California,CA,democratic,39557045,2,1184,157,2445,333,771,169,1
2020-03-21,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,9,944,10,2439,124,1361,111,1
2020-03-21,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,1,20,0,30,1,9,0,0
2020-03-21,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,3,37,0,64,2,25,27,-1
2020-03-21,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,4,141,17,389,9,222,6,0
2020-03-21,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,6,909,207,3273,514,1643,63,0
2020-03-21,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,6,1339,105,3576,446,1686,199,2
2020-03-21,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,3,50,0,148,3,95,12,1
2020-03-21,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,2,25,0,61,3,33,20,0
2020-03-21,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,3,302,7,815,134,372,15,0
2020-03-21,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,2,927,171,4188,366,2724,60,0
2020-03-21,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,4,161,11,447,98,177,6,0
2020-03-21,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,2,330,85,1462,101,946,168,1
2020-03-21,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,3,800,121,4157,496,2740,24,0
2020-03-21,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,6,945,168,3418,413,1892,226,6
2020-03-21,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,2,122,61,387,8,196,44,0
2020-03-21,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,1,129,356,1102,122,495,21,1
2020-03-21,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,4,444,9,1208,141,614,79,0
2020-03-21,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,6,1971,115,5816,2251,1479,2,0
2020-03-21,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,1,29,11,74,7,27,1,0
2020-03-21,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,2,67,18,311,73,153,8,0
2020-03-21,njdeptofhealth,New Jersey Department of Health,New Jersey,NJ,democratic,8908520,1,229,7,461,81,144,437,6
2020-03-21,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,14,516,4,872,24,328,13,0
2020-03-21,nvhealthandhumanservices,Nevada Department of Health and Human Services,Nevada,NV,democratic,3034392,1,65,1,125,6,53,0,0
2020-03-21,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,5,1010,5,1532,193,324,2750,52
2020-03-21,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,2,782,10,1616,142,682,74,0
2020-03-21,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,461,3,888,71,353,4,0
2020-03-21,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,4,401,65,1032,144,422,23,1
2020-03-21,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,8,4038,233,10948,2267,4410,88,1
2020-03-21,scdhec,SC DHEC,South Carolina,SC,republican,5084127,3,615,92,1688,284,697,48,0
2020-03-21,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,5,105,3,255,13,134,0,0
2020-03-21,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,8,1302,368,4527,640,2217,42,1
2020-03-21,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,2,777,187,2388,300,1124,153,1
2020-03-21,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,7,1869,344,10050,992,6845,81,0
2020-03-21,utahdepofhealth,Utah Department of Health,Utah,UT,republican,3161105,1,7,0,25,3,15,23,0
2020-03-21,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,1,387,0,482,15,80,269,11
2020-03-21,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,3,39,1,93,5,48,2,0
2020-03-21,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,4,164,36,624,92,332,4,0
2020-03-22,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,3,358,43,2106,157,1548,31,0
2020-03-22,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,3,107,0,455,6,342,10,0
2020-03-22,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,2,973,27,2739,1019,720,43,0
2020-03-22,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,1,75,0,452,14,363,48,1
2020-03-22,capublichealth,California Department of Public Health,California,CA,democratic,39557045,3,961,120,1976,253,642,239,5
2020-03-22,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,8,534,89,1688,235,830,120,1
2020-03-22,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,3,42,3,104,8,51,4,2
2020-03-22,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,6,96,0,372,65,211,11,0
2020-03-22,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,5,955,125,3370,732,1558,99,0
2020-03-22,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,6,1456,35,3211,529,1191,241,0
2020-03-22,hawaiidoh,Hawaii State Department of Health,Hawaii,HI,democratic,1420491,1,14,0,20,2,4,17,0
2020-03-22,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,2,33,0,61,1,27,17,0
2020-03-22,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,2,112,42,520,115,251,47,0
2020-03-22,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,3,755,269,4983,483,3476,67,0
2020-03-22,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,4,113,2,227,19,93,0,0
2020-03-22,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,2,184,74,708,156,294,296,3
2020-03-22,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,4,801,82,1913,221,809,21,0
2020-03-22,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,5,507,79,2011,143,1282,74,0
2020-03-22,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,2,153,296,714,87,178,51,1
2020-03-22,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,1,46,5,115,38,26,506,6
2020-03-22,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,1,114,0,211,9,88,33,0
2020-03-22,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,4,636,9,1529,225,659,38,0
2020-03-22,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,6,2469,93,6430,1968,1900,0,0
2020-03-22,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,2,74,9,230,7,140,13,0
2020-03-22,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,1,31,0,75,10,34,12,0
2020-03-22,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,1,11,1,30,2,16,2,0
2020-03-22,nvhealthandhumanservices,Nevada Department of Health and Human Services,Nevada,NV,democratic,3034392,1,123,1,303,8,171,29,0
2020-03-22,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,4,962,6,1398,134,296,4781,54
2020-03-22,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,1,151,2,389,72,164,109,0
2020-03-22,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,505,0,2434,119,1810,14,1
2020-03-22,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,2,304,84,1473,159,926,24,1
2020-03-22,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,11,4508,148,13688,4064,4968,110,2
2020-03-22,scdhec,SC DHEC,South Carolina,SC,republican,5084127,4,357,65,1689,242,1025,22,0
2020-03-22,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,2,28,2,78,10,38,7,0
2020-03-22,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,7,1129,339,4885,872,2545,76,2
2020-03-22,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,1,421,18,910,241,230,61,2
2020-03-22,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,6,1714,333,10789,731,8011,89,1
2020-03-22,utahdepofhealth,Utah Department of Health,Utah,UT,republican,3161105,1,113,126,684,296,149,44,1
2020-03-22,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,3,306,1,443,22,114,204,3
2020-03-22,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,2,28,0,49,3,18,3,0
2020-03-22,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,2,121,64,629,50,394,4,0
2020-03-23,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,12,772,50,2499,429,1248,44,0
2020-03-23,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,13,910,53,1419,34,422,13,0
2020-03-23,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,4,342,9,1342,212,779,27,0
2020-03-23,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,5,394,62,1188,521,211,83,0
2020-03-23,capublichealth,California Department of Public Health,California,CA,democratic,39557045,3,1033,80,2122,339,670,462,9
2020-03-23,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,8,1097,97,2761,273,1294,128,0
2020-03-23,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,2,19,0,27,2,6,88,2
2020-03-23,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,4,25,0,43,1,17,18,0
2020-03-23,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,9,83,14,282,17,168,12,0
2020-03-23,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,9,1442,101,4721,969,2209,44,0
2020-03-23,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,4,451,107,1217,298,361,223,5
2020-03-23,gadph,Georgia Department of Public Health,Georgia,GA,republican,10519475,2,349,61,959,149,400,151,0
2020-03-23,hawaiidoh,Hawaii State Department of Health,Hawaii,HI,democratic,1420491,1,72,3,244,102,67,3,0
2020-03-23,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,15,223,6,471,50,192,23,0
2020-03-23,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,3,46,0,101,11,44,23,3
2020-03-23,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,3,148,94,809,236,331,110,1
2020-03-23,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,1,272,137,2216,300,1507,42,0
2020-03-23,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,4,213,28,452,89,122,26,0
2020-03-23,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,3,558,53,2608,251,1746,236,3
2020-03-23,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,7,814,31,2048,204,999,15,0
2020-03-23,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,2,305,108,1223,155,655,335,15
2020-03-23,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,3,327,4,787,84,372,46,0
2020-03-23,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,5,477,4,1270,246,543,323,6
2020-03-23,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,3,263,1,530,28,238,67,0
2020-03-23,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,7,767,67,2445,398,1213,98,0
2020-03-23,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,5,2526,59,6937,1912,2440,2,0
2020-03-23,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,6,317,8,844,46,473,0,0
2020-03-23,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,3,63,2,156,13,78,28,1
2020-03-23,njdeptofhealth,New Jersey Department of Health,New Jersey,NJ,democratic,8908520,2,284,25,792,79,404,930,11
2020-03-23,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,12,327,0,1037,26,684,26,0
2020-03-23,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,3,428,8,752,132,184,5693,102
2020-03-23,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,2,532,6,1520,171,811,87,3
2020-03-23,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,327,1,1005,116,561,14,0
2020-03-23,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,3,292,23,895,105,475,30,0
2020-03-23,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,10,2279,330,9915,3668,3638,189,2
2020-03-23,scdhec,SC DHEC,South Carolina,SC,republican,5084127,3,238,152,1343,249,704,102,2
2020-03-23,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,7,130,16,515,32,337,7,0
2020-03-23,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,6,1104,116,4278,761,2297,66,1
2020-03-23,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,4,3111,10,10761,311,7329,121,1
2020-03-23,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,8,2343,431,10281,1130,6377,221,0
2020-03-23,utahdepofhealth,Utah Department of Health,Utah,UT,republican,3161105,4,229,8,623,221,165,95,0
2020-03-23,vdhgov,Virginia Department of Health,Virginia,VA,democratic,8517685,6,373,51,862,62,376,34,0
2020-03-23,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,4,716,261,1977,444,556,224,12
2020-03-23,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,3,27,0,50,1,22,0,0
2020-03-23,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,7,148,4,843,47,644,0,0
2020-03-24,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,6,306,77,1279,211,685,74,0
2020-03-24,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,4,173,3,782,75,531,4,0
2020-03-24,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,3,443,29,1461,657,332,27,2
2020-03-24,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,3,83,114,402,47,158,91,3
2020-03-24,capublichealth,California Department of Public Health,California,CA,democratic,39557045,2,672,55,1199,157,315,429,11
2020-03-24,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,10,1032,131,2737,298,1276,189,4
2020-03-24,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,3,32,2,67,8,25,203,2
2020-03-24,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,4,11,0,17,1,5,21,0
2020-03-24,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,6,83,0,123,0,40,36,0
2020-03-24,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,7,1010,134,3462,604,1714,56,2
2020-03-24,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,1,227,129,735,262,117,185,0
2020-03-24,hawaiidoh,Hawaii State Department of Health,Hawaii,HI,democratic,1420491,3,35,0,45,5,5,34,1
2020-03-24,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,9,170,0,419,14,235,18,0
2020-03-24,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,4,82,0,210,13,115,20,2
2020-03-24,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,3,269,0,583,24,290,73,4
2020-03-24,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,2,403,191,2797,328,1875,71,0
2020-03-24,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,5,119,9,284,82,74,13,0
2020-03-24,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,3,448,52,1106,85,521,252,4
2020-03-24,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,4,570,82,1837,300,885,19,0
2020-03-24,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,2,124,86,582,70,302,216,11
2020-03-24,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,4,133,133,491,72,153,59,1
2020-03-24,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,4,202,1,385,41,141,488,13
2020-03-24,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,2,278,18,601,49,256,27,0
2020-03-24,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,10,456,5,1343,228,654,121,0
2020-03-24,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,5,1560,124,5545,2047,1814,6,0
2020-03-24,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,5,137,12,311,18,144,15,0
2020-03-24,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,4,43,13,149,36,57,0,0
2020-03-24,njdeptofhealth,New Jersey Department of Health,New Jersey,NJ,democratic,8908520,2,143,71,477,69,194,831,20
2020-03-24,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,12,226,1,397,24,146,17,0
2020-03-24,nvhealthandhumanservices,Nevada Department of Health and Human Services,Nevada,NV,democratic,3034392,2,107,0,191,4,80,33,0
2020-03-24,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,4,1816,4,2654,330,504,4797,124
2020-03-24,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,2,554,5,1092,116,417,124,2
2020-03-24,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,5,230,1,813,96,486,25,1
2020-03-24,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,2,148,87,583,106,242,19,3
2020-03-24,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,12,3263,296,11188,2672,4957,248,2
2020-03-24,scdhec,SC DHEC,South Carolina,SC,republican,5084127,4,486,172,1597,185,754,44,0
2020-03-24,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,4,54,14,232,28,136,2,0
2020-03-24,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,9,920,153,3168,369,1726,98,5
2020-03-24,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,4,1146,104,2945,226,1469,204,5
2020-03-24,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,7,1382,241,6847,676,4548,158,0
2020-03-24,utahdepofhealth,Utah Department of Health,Utah,UT,republican,3161105,3,163,7,477,232,75,41,0
2020-03-24,vdhgov,Virginia Department of Health,Virginia,VA,democratic,8517685,4,359,23,727,153,192,39,3
2020-03-24,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,2,251,2,500,88,159,107,7
2020-03-24,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,4,48,0,94,2,44,3,0
2020-03-24,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,8,198,55,815,112,450,6,0
2020-03-25,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,10,487,107,2392,532,1266,174,1
2020-03-25,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,7,138,1,218,15,64,7,1
2020-03-25,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,5,247,16,997,148,586,61,0
2020-03-25,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,2,293,60,1458,848,257,75,1
2020-03-25,capublichealth,California Department of Public Health,California,CA,democratic,39557045,4,997,59,1802,256,490,467,15
2020-03-25,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,9,848,83,1949,233,785,175,9
